FID,osm_id,code,fclass,name
6845,6985971448,2302,fast_food, 
6846,6985971450,2561,hairdresser,Gye NYame
6847,6985982785,2305,bar, 
6848,6985982786,2561,hairdresser,Stonezy Barbering Salon
6849,6985982794,2543,doityourself, 
6850,6985982796,2503,kiosk, 
6851,6985982797,2901,toilet, 
6852,6985982803,2523,stationery, 
6853,6985982805,2901,toilet, 
6854,6985982807,2302,fast_food, 
6855,6985982813,2302,fast_food, 
6856,6985982814,2503,kiosk, 
6857,6985982816,2906,waste_basket, 
6858,6985982828,2302,fast_food, 
6859,6985982829,2529,beauty_shop,Mr. Romantic Glam
6860,6985982832,2517,shoe_shop,Eye Adom
6861,6985982840,2302,fast_food,Blessed Home Food Joint
6862,6985982841,2901,toilet, 
6863,6985982845,2302,fast_food,Ecomog Sport
6864,6985982847,2512,clothes,Fabric Worm
6865,6985982848,2515,bookshop, 
6866,6985982849,2305,bar, 
6867,6985982852,2302,fast_food, 
6868,6985982852,2503,kiosk, 
6869,6985982853,2561,hairdresser, 
6870,6985982855,2503,kiosk, 
6871,6985982856,2561,hairdresser,Hair Doctor Anointed Salon
6872,6985982857,2503,kiosk, 
6873,6985982858,2503,kiosk, 
6874,6985982859,2903,drinking_water, 
6875,6985982860,2901,toilet, 
6876,6985982863,2601,bank,Ocean Capital Microfinance
6877,6985982864,2906,waste_basket, 
6878,6985982866,2601,bank,National Investment Bank
6879,6985982870,2503,kiosk, 
6880,6985982871,2901,toilet, 
6881,6985982872,2512,clothes, 
6882,6985982874,2305,bar, 
6883,6985982875,2503,kiosk, 
6884,6985982876,2511,convenience, 
6885,6985982877,2503,kiosk, 
6886,6985982878,2901,toilet, 
6887,6985982881,2601,bank,Republic Bank
6888,6985982883,2503,kiosk,Theo's Enterprise
6889,6985982884,2601,bank,The Seed Funds
6890,6986817268,2901,toilet, 
6891,6986817269,2503,kiosk, 
6892,6986817270,2503,kiosk, 
6893,6986817280,2503,kiosk, 
6894,6986817281,2503,kiosk, 
6895,6986817282,2511,convenience, 
6896,6986817283,2511,convenience, 
6897,6986824792,2528,greengrocer,Balzam Enterprise Limited
6898,6986824800,2503,kiosk, 
6899,6986824801,2512,clothes, 
6900,6986824802,2503,kiosk, 
6901,6986824803,2511,convenience, 
6902,6986824804,2503,kiosk, 
6903,6986824805,2511,convenience, 
6904,6986824806,2511,convenience, 
6905,6986824808,2503,kiosk, 
6906,6986824809,2511,convenience, 
6907,6986824810,2511,convenience, 
6908,6986824812,2511,convenience, 
6909,6986824814,2511,convenience, 
6910,6986824815,2512,clothes, 
6911,6987284851,2567,travel_agent,Muza Express Travel & Tours
6912,6987284852,2546,computer_shop,Hass Tech IT Solution
6913,6987284853,2601,bank,Mama Grace Susu Entreprise
6914,6987284854,2543,doityourself,Obuoba Entreprise
6915,6987284856,2503,kiosk,Narawerie Ventures
6916,6987284857,2503,kiosk, 
6917,6987284858,2511,convenience,Chamba Store
6918,6987284859,2512,clothes,Trendy Lux
6919,6987284861,2512,clothes,RM Stylish Enterprise
6920,6987284862,2511,convenience,Pickmix
6921,6987284863,2511,convenience,Shadow Enterprise
6922,6987284864,2503,kiosk, 
6923,6987284865,2512,clothes, 
6924,6987284868,2543,doityourself,Danlad Ariki
6925,6987284871,2514,chemist, 
6926,6987284872,2518,beverages, 
6927,6987284876,2503,kiosk, 
6928,6987284878,2512,clothes, 
6929,6987284880,2305,bar, 
6930,6987284882,2561,hairdresser,Staff Degongon
6931,6987284883,2503,kiosk, 
6932,6987287986,2512,clothes, 
6933,6987287987,2512,clothes,Nuhaab
6934,6987287988,2525,mobile_phone_shop,Apple Life
6935,6987287989,2503,kiosk, 
6936,6987287990,2543,doityourself, 
6937,6987287991,2503,kiosk, 
6938,6987287993,2512,clothes,God is Great
6939,6987287995,2903,drinking_water, 
6940,6987287997,2511,convenience,Batuacami Entreprise
6941,6987287998,2503,kiosk, 
6942,6987288000,2568,laundry,Keep Me Clean
6943,6987288002,2567,travel_agent,Makah Traveling Agency
6944,6987288003,2503,kiosk, 
6945,6987288004,2518,beverages, 
6946,6987288005,2503,kiosk, 
6947,6987288006,2543,doityourself, 
6948,6987288007,2503,kiosk, 
6949,6987288010,2518,beverages, 
6950,6987288011,2512,clothes,Al-Ihasans Enterprise
6951,6987288012,2503,kiosk, 
6952,6987288013,2503,kiosk, 
6953,6987288014,2512,clothes,Hasbunel
6954,6987288015,2512,clothes, 
6955,6987288016,2503,kiosk, 
6956,6987288017,2561,hairdresser,With God Beauty Salon
6957,6987288018,2520,jeweller,God Heart Jewelleries
6958,6987288019,2512,clothes,Dandaraja Design
6959,6987288020,2516,butcher,Almighty Cold Store
6960,6987288021,2512,clothes, 
6961,6987288022,2543,doityourself, 
6962,6987288023,2503,kiosk, 
6963,6987288025,2503,kiosk, 
6964,6987288027,2503,kiosk, 
6965,6987288028,2516,butcher,Cold Store
6966,6987288030,2525,mobile_phone_shop,Big Dreams Mobile Phones & Accessories
6967,6987288031,2517,shoe_shop, 
6968,6987288032,2520,jeweller,Dubai Gold
6969,6987288033,2302,fast_food,Tantalize Fast Food
6970,6987288034,2518,beverages, 
6971,6987288036,2503,kiosk, 
6972,6987288037,2503,kiosk, 
6973,6987288038,2525,mobile_phone_shop,Easy Life Phones and Accessories
6974,6987288039,2561,hairdresser,Mr. White Baber Shop
6975,6987288041,2512,clothes, 
6976,6987288043,2503,kiosk, 
6977,6987288044,2503,kiosk, 
6978,6987288045,2512,clothes, 
6979,6987288046,2515,bookshop, 
6980,6987742101,2901,toilet, 
6981,6987742102,2523,stationery,Tina Stationery
6982,6987742129,2561,hairdresser,God's Grace Beauty Salon
6983,6987742131,2503,kiosk, 
6984,6987742134,2302,fast_food, 
6985,6987742135,2529,beauty_shop, 
6986,6987742136,2906,waste_basket, 
6987,6987742137,2906,waste_basket, 
6988,6987742139,2503,kiosk, 
6989,6987742141,2514,chemist, 
6990,6987742144,2302,fast_food,Jullie Fast Food
6991,6987742145,2528,greengrocer, 
6992,6987742146,2511,convenience, 
6993,6987742147,2544,furniture_shop, 
6994,6987742151,2601,bank,Aim-Support Financial Services
6995,6987742152,2906,waste_basket, 
6996,6987742154,2903,drinking_water,no
6997,6987742156,2903,drinking_water, 
6998,6987742157,2511,convenience, 
6999,6987742158,2030,recycling, 
7000,6987742162,2529,beauty_shop,By His Grace Saloon
7001,6987742163,2561,hairdresser, 
7002,6987742165,2030,recycling, 
7003,6987742166,2561,hairdresser,Kiss Hair
7004,6987742167,2302,fast_food, 
7005,6987742168,2082,school,The Lincoln Montessori School
7006,6987742171,2542,bicycle_shop, 
7007,6987742172,2503,kiosk, 
7008,6987742173,2503,kiosk, 
7009,6987742176,2511,convenience,Bata Awurade Ho
7010,6987742177,2561,hairdresser,Colombo's Barbering Shop
7011,6987742181,2561,hairdresser, 
7012,6987742182,2305,bar,There is Time for Everything Spot
7013,6987742184,2903,drinking_water, 
7014,6987753285,2511,convenience,Wacy Baby Wholesale & Retail
7015,6987753287,2503,kiosk, 
7016,6987753290,2503,kiosk, 
7017,6987753291,2503,kiosk, 
7018,6987753293,2503,kiosk, 
7019,6987753294,2511,convenience, 
7020,6987753296,2005,post_office,DHL
7021,6987753297,2529,beauty_shop, 
7022,6987753302,2511,convenience,Adom Store
7023,6987753303,2503,kiosk, 
7024,6987753304,2503,kiosk, 
7025,6987753308,2503,kiosk, 
7026,6987753309,2525,mobile_phone_shop, 
7027,6987753314,2082,school,EP Bethel International
7028,6987753315,2503,kiosk, 
7029,6987753317,2511,convenience,Jah Bless
7030,6987753318,2903,drinking_water, 
7031,6987753320,2511,convenience,Hasbunallah Wanimal Wakeel
7032,6987753323,2305,bar,Remember ""DE"" Base Spot
7033,6987753326,2503,kiosk, 
7034,6987753327,2903,drinking_water, 
7035,6987753329,2512,clothes,Golden Rays Boutique
7036,6987753330,2503,kiosk, 
7037,6987753331,2561,hairdresser, 
7038,6987753333,2503,kiosk, 
7039,6987753334,2305,bar,Atukpalagba Chop Bar
7040,6987753335,2511,convenience,Mawulawue Mini Mart
7041,6987799499,2601,bank,Agricultural Development Bank
7046,6989848687,2901,toilet, 
7047,6989978134,2601,bank,Jireh Microfinance Limited
7048,6989978135,2601,bank,Ketewa Biara Nsua
7049,6989978136,2101,pharmacy,Interbrain Pharmacy Limited
7050,6989978137,2512,clothes, 
7051,6989978140,2512,clothes,Fatash Ventures
7052,6989978141,2529,beauty_shop,Bee's Beauty Parlor
7053,6989978143,2512,clothes, 
7054,6989978148,2503,kiosk, 
7055,6989978149,2503,kiosk, 
7056,6989978151,2561,hairdresser, 
7057,6989978152,2302,fast_food,Azurju 1
7058,6989978153,2544,furniture_shop, 
7059,6989978154,2568,laundry,Zalssan Laundry Service
7060,6989978155,2511,convenience,Haseid Enterprise
7061,6989978157,2511,convenience, 
7062,6989978158,2503,kiosk, 
7063,6989978159,2512,clothes,Fatash Ventures
7064,6989978160,2516,butcher,El Shadai Cold Store
7065,6989978162,2512,clothes,Naf-Sadaf Collections
7066,6989978164,2529,beauty_shop,Tawakaltu Alalahi
7067,6989978165,2503,kiosk, 
7068,6989978166,2511,convenience, 
7069,6989978168,2503,kiosk, 
7070,6989978169,2568,laundry,Tarnagda Laundry and Business Ventures
7071,6989978171,2503,kiosk, 
7072,6989978172,2561,hairdresser, 
7073,6989978173,2503,kiosk, 
7074,6989978174,2503,kiosk, 
7075,6989978175,2302,fast_food, 
7076,6989978176,2511,convenience, 
7077,6989978177,2511,convenience, 
7078,6989978178,2512,clothes,Cry Your Cry
7079,6989978179,2503,kiosk,Mohammadu Rasulilah
7080,6989978180,2512,clothes,Showers of Blessing
7081,6989978182,2503,kiosk, 
7082,6989978183,2503,kiosk, 
7083,6989978184,2511,convenience, 
7084,6989978787,2503,kiosk, 
7085,6989978789,2302,fast_food, 
7086,6989978791,2561,hairdresser, 
7087,6989978792,2512,clothes,Naf-Sadaf Collection
7088,6989978793,2511,convenience,MacCoffee Barack Enterprise
7089,6989978794,2512,clothes, 
7090,6989978795,2503,kiosk, 
7091,6989978796,2302,fast_food,Liberty Food Joint
7092,6989978797,2503,kiosk,Yeah Dia
7093,6989978798,2529,beauty_shop,Libash Beauty Salon and Makeup
7094,6989978800,2525,mobile_phone_shop,Kesseth Ventures Phone Repairs
7095,6989978801,2512,clothes, 
7096,6989978802,2511,convenience, 
7097,6989978803,2503,kiosk, 
7098,6989978805,2561,hairdresser,Powerful Hair Cut
7099,6989978806,2529,beauty_shop,Gloria Beauty Salon
7100,6989978808,2511,convenience,God is Great
7101,6989978809,2503,kiosk, 
7102,6989978811,2514,chemist,Set Time Natural Health Consult
7103,6989978813,2512,clothes, 
7104,6989978816,2305,bar,Aduro Spot
7105,6989978818,2511,convenience, 
7106,6989978819,2503,kiosk, 
7107,6989978820,2503,kiosk, 
7108,6989978821,2528,greengrocer, 
7109,6989978824,2503,kiosk, 
7110,6989978825,2512,clothes, 
7111,6989978828,2503,kiosk, 
7112,6989978829,2503,kiosk, 
7113,6989978830,2302,fast_food, 
7114,6989978831,2503,kiosk, 
7115,6989978833,2543,doityourself,Mohammadu Rashulilah Ninchee
7116,6989978834,2561,hairdresser, 
7117,6989978835,2503,kiosk, 
7118,6990163011,2512,clothes, 
7119,6990163013,2512,clothes, 
7120,6990163014,2503,kiosk, 
7121,6990163015,2503,kiosk, 
7122,6990163016,2561,hairdresser,God Time is the Best Beauty
7123,6990163017,2503,kiosk, 
7124,6990163018,2511,convenience, 
7125,6990163020,2503,kiosk, 
7126,6990163021,2561,hairdresser, 
7127,6990163023,2512,clothes, 
7128,6990163024,2511,convenience,Faride Enterprise
7129,6990163026,2503,kiosk, 
7130,6990163027,2512,clothes, 
7131,6990163028,2503,kiosk, 
7132,6990163030,2503,kiosk, 
7133,6991143519,2512,clothes,MBK Collection
7134,6991143521,2561,hairdresser,Last2 Haircut
7135,6991143522,2503,kiosk, 
7136,6991143523,2503,kiosk,Sudubaba
7137,6991143524,2512,clothes,Hajia Maami Enterprise
7138,6991143525,2518,beverages,Al-Afa-Jua Fanmilk Agent
7139,6991143526,2503,kiosk,Baa Mei Yi Shei Allah
7140,6991143527,2512,clothes,First Level
7141,6991143528,2511,convenience,Jehovah Covenant
7142,6991143529,2503,kiosk,Peace and Love Limited
7143,6991143530,2503,kiosk, 
7144,6991143532,2503,kiosk, 
7145,6991143533,2503,kiosk, 
7146,6991143534,2512,clothes,Ya Raheemu Collections
7147,6991143535,2512,clothes, 
7148,6991143536,2503,kiosk, 
7149,6991143537,2503,kiosk,Value Zone
7150,6991143539,2503,kiosk, 
7151,6991143540,2503,kiosk, 
7152,6991143541,2503,kiosk, 
7153,6991143543,2503,kiosk, 
7154,6991143544,2511,convenience,Toboase Trading Enterprise
7155,6991143545,2512,clothes,Rabin Bawa Enterprises
7156,6991143546,2512,clothes, 
7157,6991143548,2512,clothes,Collection R U K Classy
7158,6991143549,2503,kiosk, 
7159,6991143550,2503,kiosk, 
7160,6991143551,2503,kiosk, 
7161,6991143552,2302,fast_food,Tasty Treats You The Best
7162,6991143553,2503,kiosk, 
7163,6991143554,2503,kiosk,Barakallah
7164,6991143555,2512,clothes, 
7165,6991143557,2512,clothes, 
7166,6991143558,2544,furniture_shop, 
7167,6991143559,2503,kiosk, 
7168,6991143561,2503,kiosk, 
7169,6991143562,2512,clothes,Hawa Tanko Collections
7170,6991143563,2503,kiosk,Jordin Company Limited
7171,6991143564,2503,kiosk, 
7172,6991143565,2503,kiosk,Oasis Two Enterprise
7173,6991143566,2503,kiosk, 
7174,6991143567,2503,kiosk, 
7175,6991143568,2543,doityourself, 
7176,6991143572,2503,kiosk,Lots of Love Enterprise
7177,6991143573,2305,bar, 
7178,6991143574,2512,clothes,Bsbunal Laha Lua Nimal Luakil
7179,6991143575,2302,fast_food, 
7180,6991143576,2503,kiosk, 
7181,6991143577,2544,furniture_shop, 
7182,6991143578,2503,kiosk, 
7183,6991143580,2516,butcher,Ginaz Cold Store
7184,6991143581,2512,clothes,Hajia Maawa-Maashallah Collection
7185,6991143582,2511,convenience,Jarakotoku Enterprise
7186,6991143584,2503,kiosk, 
7187,6991147486,2503,kiosk, 
7188,6991147487,2511,convenience,Seidu Yakubu Enterprise
7189,6991147488,2503,kiosk, 
7190,6991147490,2503,kiosk, 
7191,6991147491,2503,kiosk,Mantazian
7192,6991147492,2544,furniture_shop, 
7193,6991147493,2503,kiosk,Idd Kama Gate Ventures
7194,6991147494,2303,cafe, 
7195,6991147495,2514,chemist,The Hash Telecom
7197,6992328518,2305,bar,Vibes Pub
7198,6992328519,2901,toilet, 
7199,6992328520,2901,toilet, 
7200,6992328526,2512,clothes,James Collections
7201,6992328528,2503,kiosk, 
7202,6992328538,2950,tower, 
7203,6992328546,2903,drinking_water, 
7204,6992328548,2529,beauty_shop, 
7205,6992328549,2503,kiosk,Al-Iman Collection
7206,6992328551,2561,hairdresser,Big Apple Haircut
7207,6992328553,2503,kiosk, 
7208,6992328555,2503,kiosk, 
7209,6992328556,2561,hairdresser, 
7210,6992328557,2906,waste_basket, 
7211,6992328558,2302,fast_food,Indomie Shop
7212,6992328560,2503,kiosk, 
7213,6992328564,2503,kiosk, 
7214,6992328566,2906,waste_basket, 
7215,6992328567,2302,fast_food, 
7216,6992328573,2305,bar, 
7217,6992328574,2529,beauty_shop,Sharifa De Reformer
7218,6992328576,2302,fast_food, 
7219,6992328577,2503,kiosk, 
7220,6992328581,2503,kiosk, 
7221,6992328582,2529,beauty_shop,Zuras Beauty Blend
7222,6992328584,2901,toilet, 
7223,6992328685,2561,hairdresser, 
7224,6992328686,2302,fast_food, 
7225,6992328687,2305,bar, 
7226,6992328689,2901,toilet, 
7227,6992328692,2503,kiosk, 
7228,6992328693,2503,kiosk, 
7229,6992328694,2503,kiosk, 
7230,6992328698,2543,doityourself,K. Agyapong Electrical and Building Materials
7231,6992328699,2561,hairdresser,West Coast Barbering Center
7232,6992328700,2503,kiosk, 
7233,6992328703,2302,fast_food,Special Talia
7234,6992328704,2503,kiosk, 
7235,6992328705,2503,kiosk, 
7236,6992328709,2561,hairdresser,Adiza Braids
7237,6992328710,2503,kiosk, 
7238,6992328711,2503,kiosk, 
7239,6992328712,2529,beauty_shop,Liyya and Skin and Beauty Lodge
7240,6992328713,2503,kiosk,Bandawu Solutions
7241,6992328714,2503,kiosk, 
7242,6992328715,2503,kiosk,Forgive Your Enemies But Don't Forget Their Names
7243,6992328717,2516,butcher,Too Ice Cold Store
7244,6992328718,2503,kiosk,Koomi Naga Allah
7245,6992328719,2503,kiosk, 
7246,6992328720,2302,fast_food,Royal French
7247,6992328721,2503,kiosk, 
7248,6992328722,2561,hairdresser,Mawu Hair Beauty Salon
7249,6992328723,2503,kiosk, 
7250,6992328724,2516,butcher,G. Almighty Cold Store
7251,6992328725,2561,hairdresser, 
7252,6992328728,2906,waste_basket, 
7253,6992328729,2511,convenience,Hajia Fati Respect Ventures
7254,6992328730,2906,waste_basket, 
7255,6992328734,2503,kiosk, 
7256,6992328735,2561,hairdresser, 
7257,6992328737,2503,kiosk, 
7258,6992328738,2561,hairdresser, 
7259,6992328739,2903,drinking_water, 
7260,6992328740,2518,beverages,Bawaasa Special Kooko
7261,6992328741,2503,kiosk, 
7262,6992328742,2903,drinking_water, 
7263,6992328744,2525,mobile_phone_shop,Chairman Mobile Shop
7264,6992328746,2906,waste_basket, 
7265,6992328747,2529,beauty_shop,Mama Cream
7266,6992328748,2503,kiosk, 
7267,6992328751,2906,waste_basket, 
7268,6992328752,2503,kiosk, 
7269,6992328753,2503,kiosk, 
7270,6992328756,2302,fast_food, 
7271,6992328757,2906,waste_basket, 
7272,6992328758,2503,kiosk, 
7273,6992328759,2302,fast_food,Inallaha-Maha-Swabiroon
7274,6992328762,2906,waste_basket, 
7275,6992328763,2512,clothes,Kelvin Business Centre
7276,6992328764,2503,kiosk, 
7277,6992328765,2503,kiosk,Muna Ga Allah Super Market
7278,6992328766,2305,bar, 
7279,6992328769,2901,toilet, 
7280,6992679644,2901,toilet, 
7281,6992679646,2515,bookshop, 
7282,6992679647,2530,video_shop,Mass Lara Video production
7283,6992679651,2901,toilet, 
7284,6992679654,2901,toilet, 
7285,6992679660,2503,kiosk, 
7286,6992679661,2906,waste_basket, 
7287,6992679662,2528,greengrocer, 
7288,6992679664,2561,hairdresser, 
7289,6992679668,2561,hairdresser, 
7290,6992679669,2906,waste_basket, 
7291,6992679670,2511,convenience, 
7292,6992679671,2511,convenience, 
7293,6992679672,2906,waste_basket, 
7294,6992679673,2302,fast_food,Agartha Fast Food
7295,6992679674,2305,bar, 
7296,6992679675,2906,waste_basket, 
7297,6992679678,2511,convenience, 
7298,6992679679,2302,fast_food, 
7299,6992679680,2903,drinking_water, 
7300,6992679681,2543,doityourself, 
7301,6992679682,2561,hairdresser,God is King
7302,6992679684,2903,drinking_water, 
7303,6992704985,2529,beauty_shop,Compasion Beauty Salon
7304,6992704987,2503,kiosk, 
7305,6992704988,2906,waste_basket, 
7306,6992704989,2561,hairdresser, 
7307,6992704990,2906,waste_basket, 
7308,6992704992,2561,hairdresser, 
7309,6992704993,2517,shoe_shop, 
7310,6992704995,2503,kiosk, 
7311,6992704996,2302,fast_food, 
7312,6992704997,2517,shoe_shop, 
7313,6992704998,2511,convenience, 
7314,6992704999,2529,beauty_shop, 
7315,6992705001,2503,kiosk, 
7316,6992705002,2906,waste_basket, 
7317,6992705004,2906,waste_basket, 
7318,6992705006,2906,waste_basket, 
7319,6992705007,2906,waste_basket, 
7320,6992705008,2906,waste_basket, 
7321,6992705009,2305,bar, 
7322,6992705013,2561,hairdresser, 
7323,6992705014,2516,butcher,Attaqbir Coldstore
7324,6992705015,2512,clothes, 
7325,6992705016,2518,beverages, 
7326,6992705018,2301,restaurant, 
7327,6992705019,2520,jeweller,B's Jewellery
7328,6992705022,2511,convenience, 
7329,6992705023,2511,convenience, 
7330,6992705025,2906,waste_basket, 
7331,6992705026,2530,video_shop, 
7332,6992705027,2512,clothes,All Sports Design
7333,6992705028,2511,convenience,Emmanuel
7334,6992705029,2511,convenience, 
7335,6992705031,2906,waste_basket, 
7336,6992705032,2503,kiosk,Pako's Fufu pounding
7337,6992705034,2906,waste_basket, 
7338,6992705036,2906,waste_basket, 
7339,6993704771,2522,sports_shop,S&N Sporting Goods
7340,6993704772,2528,greengrocer,Auntie Ajala
7341,6993704774,2503,kiosk, 
7342,6993704775,2503,kiosk, 
7343,6993704776,2561,hairdresser,Big Tym Barber Shop
7344,6993704778,2305,bar, 
7345,6993704779,2503,kiosk, 
7346,6993704782,2302,fast_food, 
7347,6993704783,2302,fast_food, 
7348,6993704784,2503,kiosk, 
7349,6993719785,2503,kiosk, 
7350,6993719786,2302,fast_food,Ladisco Chop Bar
7351,6993719787,2503,kiosk, 
7352,6993719788,2503,kiosk, 
7353,6993719789,2503,kiosk, 
7354,6993719790,2561,hairdresser, 
7355,6993719792,2503,kiosk, 
7356,6993719794,2503,kiosk, 
7357,6993719795,2561,hairdresser,Lajeh
7358,6993719796,2561,hairdresser,Millenium Key Cutting and Haircut
7359,6993719798,2520,jeweller,Ibrahim Seku Jewellery
7360,6993719799,2302,fast_food, 
7361,6993719800,2561,hairdresser, 
7362,6993719801,2301,restaurant,Eye Ewurade Adom Ara Kwa Chop Bar
7363,6993719802,2503,kiosk, 
7364,6993719803,2302,fast_food, 
7365,6993719804,2503,kiosk, 
7366,6993719807,2503,kiosk, 
